rule_id,rule_type,headword,key_reading,key_gloss,page,output_index,replacement_reading,replacement_gloss,enabled,review_status,note
007-example_split-24c634118153358b,example_split,,pìn thiⁿ o-àm,the whole sky is dark.seng cĭeⁿ thiⁿ téng; ascend into heaven.,609,2,seng cĭeⁿ thiⁿ téng,ascend into heaven.,true,pending,
007-reading-285b8c030f3a5600,reading,,"chng cam lío, sùaⁿ thám khah cìaⁿ hó̤ thīⁿ","when the needle is threaded, tie a knot in the thread and then sew.",609,1,"chng cam lío, sùaⁿ thám khak cìaⁿ hó̤ thīⁿ",,true,pending,
007-reading-e6779e5241aa5b7c,reading,,cì thiⁿ; cí tī,offer sacrifice to the heavens and the earth.,609,1,"cì thiⁿ, cì tī",,true,pending,
007-reading-88c6af13944575f9,reading,,i ío thiaⁿ̀ nâng tàⁿ,he is more obedient.,609,1,i ío thiaⁿ nâng tàⁿ,,true,pending,
007-reading-1f49c88cb9f39fcb,reading,,"lîe tó̤ cē, thīⁿ khí lâi cìaⁿ ka","trim it off a little shorter, then when it is sewn it will be just the right length.",609,1,"lîe tó̤ cē, thīⁿ khí lâi cìaⁿ kah",,true,pending,
007-reading-4cd0980baffe6844,reading,,tng-thiⁿtáu-cok,pray under the open sky.,609,1,tng-thíⁿtau-cok,,true,pending,
007-reading-87cf16a23ed76359,reading,,îeh ā-sĭ cîah m̄ tùi cū àiⁿ jú-keǹ thiⁿ pēⁿ,if one takes medicine that is unsuitable he becomes the more ill.,609,1,îeh ā-sĭ cîah m̄ tùi cū àiⁿ jú-kèng thiⁿ pēⁿ,,true,pending,
007-review-967f4580dfa03b11,review,,cṳ̆ tī-tiang-sî cìaⁿ ŭ cí kâi thiⁿ-tn̂g ti-gêk kâi sueh?,Since what period has this doctrine of heaven and hell been propounded?,609,1,cṳ̆ tī-tiang-sî cìaⁿ ŭ cí kâi thiⁿ-tn̂g tī-gêk kâi sueh ?,,true,pending,
007-review-447514ea92af9d47,review,,ka-kī kâi sim cē ki kúi cū tó̤ thiaⁿ siaⁿ liah íaⁿ,as soon as her suspicions are aroused she makes something out of every sound and shadow.,609,1,ka-kī kâi sim cē ki kúi cū tó̤ thiaⁿ siaⁿ lîah íaⁿ,,true,pending,
007-review-e47f6d16fe575049,review,,kong thiaⁿ,the main room in a Chinese house.,609,1,,a hall owned and used in common by those living in adjoining rooms.,true,pending,
007-review-d71c52c6e8b7d0ea,review,,màiⁿ thīn tāⁿ,do not sew it wrongly.,609,1,màiⁿ thīⁿ tāⁿ,,true,pending,
007-review-3f7ab1c191dd5814,review,,"thiaⁿ ke, thiaⁿ kíam, tîeh thiaⁿ tit lo̤ĥ hĭⁿ cìaⁿ ŭ ēng","whether one hear more or less, it is only what is fixed in the mind that is of use.",609,1,"thiaⁿ ke, thiaⁿ kíam, tîeh thiaⁿ tit lô̤h hĭⁿ cìaⁿ ŭ ēng",,true,pending,
007-review-ba67c45d539b74d4,review,,thiaⁿ tîeh i kâi ūe cū khí,was vexed on hearing what she said.,609,1,thiaⁿ tîeh i kâi ūe cū khì,,true,pending,
007-review-599c30e6f4bd676e,review,,thiⁿ ĕ bŵn kok,"all nations under heaven, or the whole empire of China.",609,1,thiⁿ ĕ bw̄n kok,,true,pending,
007-reading-72cc870b5e24d1e6,reading,,i jiáng tó thìaⁿ,he cries because he has a pain in his stomach.,610,1,i jíang tó thìaⁿ,,true,pending,
007-reading-4b97f85866c3ef37,reading,,jîeh thìaⁿ,feverish pain.,610,1,jîet thìaⁿ,,true,pending,
007-reading-d112d6d428b3b127,reading,,thiah chù téng,thiah chù hĭa; tear up a roof.,610,1,thiah chù téng; thiah chù hĭa,,true,pending,
007-review-847522eff41a3af1,review,,bô̤ kùai i hìen thìaⁿ,no wonder it is so sore.,610,1,bô̤ kùai i hìeⁿ thìaⁿ,,true,pending,
007-review-beb2d03e46678318,review,,cía bô̤ kùe i tîeh thìaⁿ,no wonder that it is so painful.,610,1,,no wonder that it is painful,true,pending,
007-review-9587fb425350851b,review,,khak-khó ĺun thìaⁿ,bear up under pain.,610,1,khak-khó lún thìaⁿ,,true,pending,
007-review-ef52df08b438ae8d,review,,"khí-thàu-ē m̄ cai thìaⁿ, ùaⁿ cē jú-kèng thìaⁿ","at first it did not ache, but it was more painful after awhile.",610,1,"khí-thâu-ē m̄ cai thìaⁿ, ùaⁿ cē jú-kèng thìaⁿ",,true,pending,
007-review-044213b33e5cd6b2,review,,ngûi thìaⁿ,a benumbing pain.,610,1,,a bemumbing pain,true,pending,
007-reading-7a7b0e75b00a499b,reading,,i kâi sṳ̄ cò̤ lâi thó̤-thiapcăi,his affairs are very thoroughly settled.,611,1,i kâi sṳ̄ cò̤ lâi thó̤-thiap căi,,true,pending,
007-reading-9ba5b6de5a50e3d1,reading,,khîeh thîap,received written invitations.,611,1,khîeh thiap,,true,pending,
007-reading-d06460817132ebe1,reading,,thian teng,to have an increase in one's family.,611,1,thiam teng,,true,pending,
007-reading-b876bdea7c6c2847,reading,,"thiap mīn, thiam chiam",the outside of the note and the address thereon.,611,1,"thiap mīn, thiap chiam",,true,pending,
007-reading-eebe42a1dcde1290,reading,,thó̤i-thiap; thí-thiap,to take up another's cause; to act in behalf of another; to patronize; to accommodate another.,611,1,thói-thiap; thí-thiap,,true,pending,
007-review-1ada72f8232c4c37,review,,mêⁿ-hng lài thìang ím,come and take a social glass in the evening.,611,1,mêⁿ-hng lâi thìang ím,,true,pending,
007-review-f133e7d7ea1c69a0,review,,ēng pó-thiap i jîeh cōi cíⁿ?,How much should be given him to make up what is wanting?,611,1,ēng pó-thiap i jîeh cōi cîⁿ ?,,true,pending,
007-reading-9548f20df8fef1d6,reading,,nâng tàⁿ i sĭ tit tîeh thien-cṳ cìaⁿ ŏi,people say that he has received books from celestial regions and is therefore thus gifted.,612,1,nâng tàⁿ i sĭ tit tîeh thien-cṳ cìaⁿ cìeⁿ ŏi,,true,pending,
007-review-082f4e41c07f7dcc,review,,cū sĭ i tó̤ thie-so cìaⁿ tì-kàu cìeⁿ-seⁿ,it is through his mischief-making that this has come to pass.,612,1,cū sĭ i tó̤ thie-so̤ cìaⁿ tì-kàu cìeⁿ-seⁿ,,true,pending,
007-review-af19a34216879363,review,,i kâi tó lâi thong-thiet căi,he is very discerning.,612,1,i kâi tó lăi thong-thiet căi,,true,pending,
007-review-f1bfb9a4e17a8fc6,review,,"thiaⁿ-kìⁿ ci ki kun àiⁿ thiet, sĭ mē?",I hear that this regiment is to be recalled is it so?,612,1,"thiaⁿ-kìⁿ cí ki kun àiⁿ thiet, sĭ mē ?","I hear that this regiment is to be recalled, is it so ?",true,pending,
007-review-6d6b6f87569aa367,review,,thien-cṳ́,the emprror.,612,1,,the emperor,true,pending,
007-review-6d4bae127922049a,review,,íⁿ-keng thien sía cheng-chó̤ lío,is already copied out fairly.,612,1,íⁿ-keng thîen sía cheng-chó̤ lío,,true,pending,
007-reading-2440897f68d78c81,reading,,cū sĭthih cîeh sim-tn̂g thóiⁿ tîeh ĭa put jím,"though one's feelings were hard as rock, one could not endure the sight.",613,1,cū sĭ thih cîeh sim-tn̂g thóiⁿ tîeh īa put jím,,true,pending,
007-review-2e28c9d432c6e2c4,review,,cêng tĥin cin a būe?,Has a fac-simile been made yet?,613,1,cêng thîn cin a būe ?,Has a facsimile been made yet ?,true,pending,
007-review-ad0f64304361094b,review,,i cē phoiⁿ phêng lô̤h khṳ̀ cū sĭ thih pit bô î,when he has once rendered a decision it is unchangeable.,613,1,i cē phoiⁿ phêng lô̤h khṳ̀ cū sĭ thih pit bô̤ î,,true,pending,
007-review-85c803266799d88a,review,,sĭ bûa chwn-thih-īⁿ,is rubbing down an inkstone of the highest quality; is very slow work.,613,1,,is rubbing down an inkstone of the hardest quality; is very slow work.,true,pending,
007-review-5b0411aeaa1f04fa,review,,sṳ̄ sĭ tī-tîang thio kâi?,Who is the responsible party in the cast?,613,1,,Who is the responsible party in the case ?,true,pending,
007-review-587a50e1d1937aeb,review,,thih pó̤h,sheet iron.,613,1,thih pô̤h,,true,pending,
007-review-ca8c90e976f13750,review,,táng cí kâi kù tit thih cìaⁿ khṳ̀ kù hṳ́ kâi,"wait tull you can do as much as is needful for this one, before you go and look after that one.",613,1,,"wait till you can do as much as is needful for this one, before you go and look after that one.",true,pending,
007-reading-f695e53f25ce15d4,reading,,"cûn iô-ît căi, cn̂g kâi tó̤ thìo","the boat is very uneasy, and is all the time pitching and rolling.",614,1,"cûn io-ît căi, cn̂g kâi tó̤ thìo",,true,pending,
007-reading-ad8d8a6257d175a5,reading,,i kâi châi-chêng sît-cāi thìo khûn,his abilities are above the common run.,614,1,i kâi châi-chêng sît-căi thìo khûn,,true,pending,
007-reading-2f1e000fca7b8031,reading,,tô̤ kâi sì cū thìo kùu khṳ̀,rallied his force and jumped across.,614,1,tô̤ kâi sì cū thìo kùe khṳ̀,,true,pending,
007-review-c4821bc0b6a451b1,review,,Cía sṳ̄ àiⁿ cò̤-nî thîo-thîn?,How is this matter to be lucidly set forth?,614,1,cía sṳ̄ àiⁿ cò̤-nî thîo-thîn?,How is this matter to be lucidly set forth ?,true,pending,
007-review-8049622e34f1871b,review,,chíaⁿ kong-chin lai thîo-chú,invite arbitrators to decide on the matter of settling the affair.,614,1,chíaⁿ kong-chin lâi thîo-chú,,true,pending,
007-review-629f280277457592,review,,"cía sĭ cîah lío m̄ sio kâi mâu-pēⁿ, tîeh cîah i sio-thîo","this trouble arises from indigestion, and he must take something to assist digestion.",614,1,"cía sĭ cîah lío m̄ sio kâi mâuⁿ-pēⁿ, tîeh cîah i sio-thîo",,true,pending,
007-review-288c851652c43bf5,review,,cíaⁿ thìo,leap forward.,614,1,cìaⁿ thìo,,true,pending,
007-review-2d073db85a620e2d,review,,i ŏi khui thio hō̤ kâi keng,he can draw bows that are above the regular degree of stiffness.,614,1,i ŏi khui thìo hō̤ kâi keng,,true,pending,
007-review-322094876636133c,review,,tîeh phah thìo-pang cìaⁿ ŏi tit khí,must lay a plank across and then we can get on boad.,614,1,,must lay a plank across and then we can get on board.,true,pending,
007-reading-70f12cc4acfa6aa4,reading,,cía cĭ cò̤-nî thiu-thâu?,What proportion of this is to be taken as fees?,615,1,cía sĭ cò̤-nî thiu-thâu,,true,pending,
007-reading-c879b8b6b58d1507,reading,,gû-nêk-thng,beef broth.,615,1,chwn thng,,true,pending,
007-review-c7fca7e8ad94e3f9,review,,hut-jîen kâi kha chíu thiu-thiok,suddently taken with cramp in the limbs.,615,1,,suddenly taken with cramp in the limbs.,true,pending,
007-review-cf6d867db8a54ec1,review,,hàuⁿ thît-thô̤,font of leisurely rambles; likes idling about.,615,1,,fond of leisurely rambles; likes idling about.,true,pending,
007-review-56d2a99ad05ce4ef,review,,i cò̤-nî cêk lō thîu-thû kàu cièⁿ kú hŵn būe lâi?,How is it that he has delayed on the road so long and has not yet arrived?,615,1,i cò̤-nî cêk lō thîu-thû kàu cìeⁿ kú hŵn būe lâi,,true,pending,
007-review-49a496ab843fba88,review,,ka lo̤h khṳ̀ tú-tú cûah thiu tîeh lêng-ūaⁿ ka pò lâi có̤ thiu,"in cutting it out, there lacks just the facing you must buy another piece for the facing.",615,1,ka lo̤h khṳ̀ tú-tú cûah thiu : tîeh lêng-ūaⁿ ka pò lâi cò̤ thiu,"in cutting it out, there lacks just the facing : you must buy another piece for the facing",true,pending,
007-review-7361174b815641b0,review,,khía ki thiu lâi thiu,take a plane and plane it.,615,1,khîa ki thiu lâi thiu,,true,pending,
007-review-b068342eb8632518,review,,pun a-noⁿ-kíaⁿ hùe thit-thOô,give it to the children to play with.,615,1,pun a-noⁿ-kíaⁿ hùe thit-thô̤,,true,pending,
007-review-0f34ffe2828db58c,review,,thîu guêh,the second month in the cycle of twelve.,615,1,thíu gûeh,,true,pending,
007-review-ac2be757b943cd9b,review,,thîu-thû ku-ā jîthŵn būe chut m̂ng,has been able to make up his mind whether he would go during several days and has not yet started.,615,1,thîu-thû ku-ā jît hŵn būe chut mn̂g,,true,pending,
007-reading-22ea09da50cbb817,reading,,i sĭ m̄ hôkcúithó,the climate does not agree with him.,616,1,i sĭ m̄ hôk cúi thó,,true,pending,
007-reading-f66ee1a00016ebc1,reading,,thǹng būe sêk,they are not yet scalded through.,616,1,thǹg būe sêk,,true,pending,
007-review-f701f56ca209033e,review,,ci ki khah ńng m̄ hó̤ thn̄g,this is so flexible that it is not goot to use as a poker.,616,1,cí ki khah ńng m̄ hó̤ thn̄g,this is so flexible that it is not good to use as a poker.,true,pending,
007-review-1974ef755ab2c468,review,,"cêk nâng cîⁿ-ngṳ̂n thó cōi li bô̤ sì-lâk, cêk nâng sì-lâk thó tōa li bô̤ cíⁿ-ngṳ̂n",one had money without influence and the other had great influence but no money.,616,1,"cêk nâng cîⁿ-ngṳ̂n thó cōi li bô̤ sì-lâk, cêk nâng sì-lâk thó tōa li bô̤ cîⁿ-ngṳ̂n",,true,pending,
007-review-b873f0253a8504fa,review,,cí īeⁿ îeh ŏi pó thó k[illegible]en pî,this medicine creates an appetite.,616,1,cí īeⁿ îeh ŏi pó thó kĭen pî,,true,pending,
007-review-a56d1f437be5849e,review,,"pak tīo bō̤, thǹg tīo ôi bûeh","take off yoru cap, and your shoes and stockings.",616,1,,"take off your cap, and your shoes and stockings.",true,pending,
007-review-18858cc2f3808f9e,review,,tĥng pâng,a sugar-mill.,616,1,thn̂g pâng,,true,pending,
007-review-edb12c27005afb6d,review,,áng thn̂g hìeⁿ tîam,as sweet as sugar.,616,1,àng thn̂g hìeⁿ tîam,,true,pending,
007-review-928dc303e362f868,review,,ŭ hĕ thó tîeh s[illegible]a thó,"if you make a vow to the divinity that presides over a particular spot, you must pay the vow thereto.",616,1,ŭ hĕ thó tîeh sīa thó,,true,pending,
007-reading-15b3a49e6835c486,reading,,thôu ûi,an enclosing wall made of earth.,617,1,thô ûi,,true,pending,
007-review-861ffc99d5e1f901,review,,"i kâi mâk sĭ thó-cu, m̄ hó̤ ui","his eye has an extruded lens, an is incurable.",617,1,,"his eye has an extruded lens, and is incurable.",true,pending,
007-review-26efba41728e908e,review,,i kâi ūe tàⁿ lío thoa nî tòa cúi,he drags the subject of his speech through mud and water; he has a very turgid and verbose style of walking.,617,1,,he drags the subject of his speech through mud and water; he has a very turgid and verbose style of talking,true,pending,
007-review-1fa65efcb22e7394,review,,thòa-lîen-l̆ui tîeh pât nâng,implicate others.,617,1,thòa-lîen-lŭi tîeh pât nâng,,true,pending,
007-reading-76c822c950ea2e35,reading,,chut sin lò thói,chiah sin lò thói; stark naked.,618,1,chut sin lò thói ; chiah sin lò thói,,true,pending,
007-reading-9421dc5a52b21a7a,reading,,"i thóiⁿ i, ithóiⁿ i",looking at each other.,618,1,"i thóiⁿ i, íthoiⁿ i",,true,pending,
007-reading-7ba26bd6a3334466,reading,,thóiⁿ m̄ chit,cannot perceive it.,618,1,thóiⁿ m̄ chut,,true,pending,
007-review-607e2ff545a14e75,review,,cí kâi kuaⁿ sĭ thòi ĺi kâi,this magistrate is acting in place of another.,618,1,cí kâi kuaⁿ sĭ thòi lí kâi,,true,pending,
007-review-4987081972ee103c,review,,"i khùn-jîak căi, tàⁿ bŏ̤ kù ūe, cū tó̤ thôih","he is very weak, and gasps if he speaks a word.",618,1,"i khùn-jîak căi, tàⁿ bô̤ kù ūe, cū tó̤ thôih",,true,pending,
007-review-815f9460b6ba91dc,review,,mông thòiⁿ jîeh kût,feel and see how smooth it is.,618,1,mông thóiⁿ jîeh kût,,true,pending,
007-review-c89510040b564416,review,,thó̤ khṳ̀ thò̤i nâng sí,ask the privilege of dying in another's stead.,618,1,thó̤ khṳ̀ thòi nâng sí,,true,pending,
007-review-f10c051c5810f8ac,review,,"ŭ sî úa li thòi lú, ŭ sî lṳ́ li thò̤i úa","sometimes you take my place, and sometimes I take yours.",618,1,"ŭ sî úa li thòi lṳ́, ŭ sî lṳ́ li thò̤i úa",,true,pending,
007-reading-bd269fca1f1f48f8,reading,,hṳ́ lăihùaⁿ nâng cū sĭ cí kâi sĭang tit thóng,of all those in there this is the one that is most beloved.,619,1,hṳ́ làihuaⁿ nâng cū sĭ cí kâi sĭang tit thóng,,true,pending,
007-reading-f9f706c02551e19f,reading,,múaⁿ-tī kò̤ cǹng kàu kio ngĭ-thóng-po hìeⁿ-seⁿ,graves are everywhere as thick as in a public cemetery.,619,1,múaⁿ-tī kò̤ cǹg kàu kio ngĭ-thóng-po hìeⁿ-seⁿ,,true,pending,
007-reading-e5a827ae4b146636,reading,,tîeh ŭ ke cêk nâg nā hṳ́ ĕ thok khí,there should be another person down below pushing it upward.,619,1,tîeh ŭ ke cêk nâng nā hṳ́ ĕ thok khí,,true,pending,
007-review-bb3f196f492cbe01,review,,i khṳ̀ thong-tâng i,he went and informed then.,619,1,,he went and informed them.,true,pending,
007-review-a85b209ab7376fdb,review,,i ín-keng thòng kói côiⁿ hui,he has sincerely repented of his past errors.,619,1,i íⁿ-keng thòng kói côiⁿ hui,,true,pending,
007-review-b25519fbdc9a716f,review,,"phīⁿ sak kín, m̄ thong khí",my nose is stopped up so that I cannot breathe through it.,619,1,"phīⁿ sak kín, m̄ thong khì",,true,pending,
007-reading-2493053a8b2c931d,reading,,i kâi thông-jîn en̂g kâi bū,the pupils of his eyes have a cloudy look all over them.,620,1,i kâi thông-jîn cn̂g kâi bū,,true,pending,
007-reading-305a9a6610ef3e10,reading,,lṳ́ thóiⁿ thó̤-tǹg a m̄ thó̤-tǹng?,Do you consider it all securely settled or not?,620,1,lṳ́ thóiⁿ thó̤-tǹg a m̄ thó̤-tǹg,,true,pending,
007-review-6843045f0066759e,review,,i kâi mâk thìaⁿ khṳ̀ ŏi gāi tîeh thông-jîn a bŏi?,Has the inflammation of his eye affected the pupil?,620,1,,Has the inflamation of his eye affected the pupil ?,true,pending,
007-review-7b2a6c90d06606af,review,,nâng cē ŭ nî-hùe cū thò̤ sèⁿ,as people grow older they become less irascible.,620,1,,as people grow older they become less irrascible.,true,pending,
007-review-0e5a60eba2b06b60,review,,sái bûe-nâng khṳ́ thò̤ chin,sent the go-between to break the betrothal.,620,1,sái bûe-nâng khṳ̀ thò̤ chin,,true,pending,
007-review-1db269b8e23da83b,review,,sói lío cū àiⁿ thò̤ sek,it will face when washed.,620,1,,it will fade when washed.,true,pending,
007-review-a4246ec71f6b198d,review,,thiⁿ ĕ kâi ûah-mûeh ŭ khí sĭ sĭ hùe seⁿ,"of living creatures under the sun some are viviparous, some are oviparous, some are produced by moisture and some by metamotphosis.",620,1,,"of living creatures under the sun some are viviparous, some are oviparous, some are produced by moisture and some by metamorphosis.",true,pending,
007-review-368df5a02349c8f2,review,,thó̤-tàng; thò̤-tǹg,secure; everything right.,620,1,thó̤-tàng; thó̤-tǹg,,true,pending,
007-review-6fefcab93fba825e,review,,"àiⁿ cìu put tit, àiⁿ thò̤ put lêng",can move neither one way nor the other.,620,1,"àiⁿ cìn put tit, àiⁿ thò̤ put lêng",,true,pending,
007-reading-1dce0d188e8dbfb9,reading,,i to bŏi tàⁿ ūa lṳ́ cò̤ hó̤ tho̤h i tàⁿ ūe,"as he si no talker, why do you entrust the negotiation to him.",621,1,i to bŏi tàⁿ ūe lṳ́ cò̤ hó̤ tho̤h i tàⁿ ūe,,true,pending,
007-reading-ca07d1fb47a6819d,reading,,tho̤h-cío,"the ostrich, or cassowary of the Indian Archipelago.",621,1,thô̤h-cío,,true,pending,
007-reading-9a39fcd273f8d9bb,reading,,thô̤-ki lío-ki sĭ ēng lâi phek sîa phek kúi,peach and willow branches are used for driving out noxious influences and demons.,621,1,thô̤-ki líu-ki sĭ ēng lâi phek sîa phek kúi,,true,pending,
007-review-97b0de9ab4edfe5f,review,,"i bo̤ mih lâk, tho̤h m tîo","she is not very strong, and cannot hold it up over her head.",621,1,"i bô̤ mih lâk , tho̤h m̄ tîo",,true,pending,
007-review-ebe0fa1c62c52eb3,review,,i to bŏi tàⁿ ūa lṳ́ cò̤ hó̤ tho̤h i tàⁿ ūe,"as he si no talker, why do you entrust the negotiation to him.",621,1,i to bŏi tàⁿ ūe lṳ́ cò̤ hó̤ tho̤h i tàⁿ ūe,"as he is no talker, why do you entrust the negotiation to him.",true,pending,
007-review-313fcb0c08843aad,review,,pêh pn̄g thò̤,the free-stone peach.,621,1,pêh pn̄g thô̤,,true,pending,
007-review-b624dae0c159a89d,review,,tho̤h-kù m̄ khṳ̀,that will not answer as a a pretext.,621,1,,that will not answer as a pretext,true,pending,
007-review-8cea82951c884fbb,review,,thò̤ hût,peach stones.,621,1,thô̤ hût,,true,pending,
007-reading-fb60e86eb6271170,reading,,hū-thû,"inapt, unready, blundering.",622,1,hû-thû,,true,pending,
007-reading-ba3366dfa4966e4d,reading,,kàu cē cṳ̀-bwn̆n cū lâng thû,when it has widely ramified it will be difficult to extirpate.,622,1,kàu cē cṳ̀-bw̆n cū lâng thû,,true,pending,
007-reading-5e2eb100f18ac1f2,reading,,"kâi kíaⁿ hó̤ thû cò̤ kuaⁿ, kâi kíaⁿ bó̤ thû hwt châi","may reckon upon one's son's being an official, and upon the other one's becoming rich.",622,1,"kâi kíaⁿ hó̤ thû cò̤ kuaⁿ, kâi kíaⁿ hó̤ thû hwt châi",,true,pending,
007-reading-1128214e95083e88,reading,,"thuaⁿ kâi cúi li kĭa, īu sà-sà, cĕng-cĕng cîeh, kù-chṳ́ kùe thuaⁿ kâi sî-liāu nâng-nâng kiaⁿ","the rapids are steep, and full of projecting rocks, so that in passing them every one is in dread.",622,1,"thuaⁿ kâi cúi li kĭa, īu sà-sà, cĕng-cĕng cîeh, kù-chṳ́ kùe thuaⁿ kâi sî-hāu nâng-nâng kiaⁿ",,true,pending,
007-review-78eb3aea89c05b1c,review,,[illegible]ĭ hó̤ⁿ li [illegible]ái kâi lĕng kau-thû lâi hûe-hôk úa,"whether it be so or not, send one of your pupils to bring me a response.",622,1,sĭ hóⁿ li sái kâi lĕng kau-thû lâi hûe-hôk úa,,true,pending,
007-review-3d2350ba87e01037,review,,cìeⁿ-seⁿ m̄ cai thuaⁿ ŭ ngŏ sîaⁿ ci[illegible]ⁿ hâiⁿ nâng a bô̤,do not know whether there will be enough to pay fifty per cent or not.,622,1,cìeⁿ-seⁿ m̄ cai thuaⁿ ŭ ngŏ sîaⁿ cîⁿ hâi nâng a bô̤,,true,pending,
007-review-ebdfa91a67349a3e,review,,pŵn-thû,a rascal.,622,1,pw̆n-thû,,true,pending,
007-review-88b2bbc0800d4c26,review,,thú,"A bitter herb, containing a whitish juice.",622,1,thû,,true,pending,
007-review-fe29f81c2608ce15,review,,thû-tĭ,"an apprentice, follower, or pupil.",622,1,,"an appentice, follower, or pupil.",true,pending,
007-reading-c782a308d6c59756,reading,,úa thieⁿ thui tŏ̤ chîeⁿ kò̤,lean a ladder against a wall.,623,1,úa tieⁿ thui tŏ̤ chîeⁿ kò̤,,true,pending,
007-review-a1ae4f4bfa656667,review,,cí tieⁿ thui khah kĭa,the latter is too steep.,623,1,,the ladder is too steep.,true,pending,
007-example_split-e3323afb26f7d2ba,example_split,,în thūi,"leaden weights suspended on a thing, to hold it down. thūi ke kò̤ thih; attach another piece of iron to it to hold it down.",624,1,în thūi,"leaden weights suspended on a thing, to hold it down.",true,pending,
007-example_split-e3323afb26f7d2ba,example_split,,în thūi,"leaden weights suspended on a thing, to hold it down. thūi ke kò̤ thih; attach another piece of iron to it to hold it down.",624,2,thūi ke kò̤ thih,attach another piece of iron to it to hold it down.,true,pending,
007-reading-e6ee5a2d9a920eda,reading,,cìeⁿ-seⁿ būe lă khṳ̂t i thun khṳ̀,there is not enough to satisfy his rapacity.,624,1,cìeⁿ-seⁿ būe lă khṳt i thun khṳ̀,,true,pending,
007-reading-064de0b527dcce2b,reading,,thūn kàu i múaⁿ-múaⁿ khí lâi,fill it in quite to the top.,624,1,thūn kàu i múaⁿ-múaⁿ khí kâi,,true,pending,
007-review-b16205bc5db31ac1,review,,cêk ē thun mûeh âu-lêng cu[illegible] thìaⁿ,whenever I swallow anything it hurts my throat.,624,1,cêk ē thun mûeh âu-lêng cŭ thìaⁿ,,true,pending,
007-review-e52b6004070f0c50,review,,cí kâi khut àiⁿ thūu kàu pêⁿ,will fill this pit and make it level.,624,1,cí kâi khut àiⁿ thūn kàu pêⁿ,,true,pending,
007-review-4b27e8d5105b6999,review,,"cíaⁿ ce[illegible]ⁿ bô̤ ēng, tîeh thūn ti[illegible]o lío lêng-ūaⁿ lío kâi","this well is of no use, we must fill it up and dig another.",624,1,"cía céⁿ bô̤ ēng, tîeh thūn tīo lío lêng-ūaⁿ líu kâi",,true,pending,
007-review-c9a204afd393c3c8,review,,thun lío kéⁿ tŏ̤ âu-lêng,stuck in his throat as he swalloed it.,624,1,,stuck in his throat as he swallowed it.,true,pending,
007-review-8c0f0a2c5dbf34dc,review,,thóiⁿ tîeh tó̤ thun nŭaⁿ,seeing it makes his month water.,624,1,,seeing it makes his mouth water,true,pending,
007-review-d1c127326330a9b3,review,,thûn,The beginning of growth; to collect together; to being under one control; a place where soldiers live; a resident camp.,624,1,,The beginning of growth; to collect together; to bring under one control; a place where soldiers live; a resident camp.,true,pending,
007-reading-60c438ac55344215,reading,,"u huang, hŵn hŏ",call for wind and rain as jugglers do.,625,1,"u huang, hẁn hŏ",,true,pending,
007-review-e800b88c986197ac,review,,cīeⁿ tō̤ thŵn lo̤ĥ ē tō̤,handed down from former generations.,625,1,cīeⁿ tō̤ thŵn lô̤h ĕ tō̤,,true,pending,
007-review-9f13ccf6d6dba33a,review,,i sĭ ēng kim-sîen thut khah kâi kòi-cheh,he is using the same device as that by which the spotted cicata gets rid of its skin; his plan is to leave altogether.,625,1,,he is using the same device as that by which the spotted cicada gets rid of its skin; his plan is to leave altogether.,true,pending,
007-review-d7eace30cd7d4b11,review,,khut i thŵn tāⁿ khṳ̀,was erroneously transmitted by him.,625,1,khṳt i thŵn tāⁿ khṳ̀,,true,pending,
007-review-78c91c5d896208d8,review,,kháu kàu cí búe m̄ cai ŭ sĭm-mih thut-thek a bó̤,do not know whether any will be placed in other grades after the examination is over.,625,1,kháu kàu cí búe m̄ cai ŭ sĭm-mih thut-thek a bô̤,,true,pending,
007-review-76a823230107ee8c,review,,u,An interjection expression aversion or grief.,625,1,,An interjection expressing aversion or grief,true,pending,
007-reading-f087008fb39401d1,reading,,cong jît to sí hwn-û hì-lâk,amusements and pleasure throughout the day.,626,1,cong jît to sĭ hwn-û hì-lâk,,true,pending,
007-reading-8fce0f328cda461a,reading,,i seⁿ lâi kâi khì ú put pûam,his talents and his countenance are uncommon.,626,1,i seⁿ lâi kâi khì ú put hûam,,true,pending,
007-review-299a130a9d98e476,review,,i ŭ peⁿ,he is sick.,626,1,i ŭ pēⁿ,,true,pending,
007-review-e888411c44642a81,review,,taⁿ lâi ŭ chêng ŭ lí,what he says is reasonable.,626,1,tàⁿ lâi ŭ chêng ŭ lí,,true,pending,
007-review-990e63b3f11388ab,review,,ù,"To loath, to abhor.",626,1,,"To loathe, to abhor.",true,pending,
007-review-59607fb4488ef61d,review,,û,,626,1,û,a support or pillar; out of the perpendicular; to equivocate; to prevaricate.,true,pending,
007-review-a4306497bee506f1,review,,ēng tùi khìo-búe ù kò̤ kùe a mín?,Need we pass the outer defensed on not?,626,1,,Need we pass the outer defenses on not ?,true,pending,
007-reading-614c9ca7b239d225,reading,,mn̄g úaⁿl chíaⁿ uaⁿ,to salute.,627,1,m̄ng úaⁿl chíaⁿ uaⁿ,,true,pending,
007-reading-ffd51f8ea2bb8ec1,reading,,phì-ju cò̤ céⁿ tói ua,like a frog that lives in a well.,627,1,phì-jŭ cò̤ céⁿ tói ua,,true,pending,
