puj,puj_orig,poj,poj_orig,han,han_orig,en,en_orig,zh_TW,zh_CN,source,page_num
Hôu sîn,How sin,,,胡蠅,蒼蠅,Fly,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Hùe tuaⁿ,Huèy toa,,,貨單,,Bill of lading,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,45
Hùi,Hui,,,肺,,Lungs,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
Hú,Hu,,,府,,District,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,29
Húe chie̍h,Huey chiĕ,,,火石,,Flint,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,45
Húe koi,Hue koi,,,火鷄,,Turkey,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Húe mê,Hue mey,,,火夜,,Fire-fly,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Húe si̍t,Hue sit,,,火食,,Cook house,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,43
Húe sèⁿ,Huey sey,,,火性,,Passionate,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,39
Húe tiéⁿ,Huey tie,,,夥長,,Sailing-master,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,42
Hún pâi,Hun pai,,,粉牌,,A tablet,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,45
Hû lâi,Hu lai,,,狐狸,,Fox,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Hû tia̍p,Hu tiĕp,,,蝴蝶,,Butterfly,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Hûe thâu,Huey taou,,,回頭,囘頭,Turn round the head,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,32
Hûn,Hun,,,雲,,Cloud,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,29
"Hûn,ou tsãi","Hun,ou chai",,,雲烏在,雲烏極,The clouds are very dark,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,30
Hĩⁿ,Hi,,,耳,,Ear,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Hĩⁿ,Hi,,,耳,,Ear,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Hĩⁿ kau,Hi kaou,,,耳鈎,,Ear ring,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,53
Hĩⁿ lâng,Hi lang,,,耳聾,,Deaf,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,39
Hṳ hîn,Hur hin,,,虛眩,,Faint,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,39
Hṳ jī,Hŭr ji,,,虛字,,Particles &c.,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,47
Hṳ̂,Hur,,,魚,,Fish,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Hṳ̂,Hŭr,,,魚,,Fish,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,51
Hṳ̂ a,Hŭr ah,,,魚鴉,,King fisher,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Hṳ̂ jîn,Hŭr jin,,,漁人,,Fishermen,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,42
I,,,,於,,In,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
"I a pẽ,kêng tsãi","I a pey,keng chai",,,伊阿父窮在,伊亞父窮極,His father is very poor,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,22
I bô tsai tsok,I baw chai chok,,,伊無知足,,He is never contented,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,38
I khin hut chí tõ lí,I khin hŭt chi taw li,,,伊輕忽此道理,,He rejects this doctrine,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,40
I khì tsãi,I kʼhi chai,,,伊氣在,伊氣極,He is very angry,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,36
"I kóng chiè-seⁿ,bô","I kong chie-sey,baw",,,伊講照生無,伊講怎生麽,Did he say so,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,21
I ne̍k àiⁿ thiàⁿ,I nĕk ai thia,,,伊肉欲痛,,He wants a beating,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,36
I pàng-tõ tsãi,I pan-toa chai,,,伊放惰在,伊懶惰極,He is very lazy,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,22
I seⁿ kúi lia̍p thûe,I sey kui liep tue,,,伊生幾粒㿗,伊生幾粒瘣,He has a number of boils,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,40
I sim huaⁿ hí,I sim hoa hi,,,伊心歡喜,,He is pleased,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,36
I siêⁿ siêⁿ àiⁿ sńg,I sie sie ai sung,,,伊常常欲耍,,He is always for play,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,22
I sĩ phí nâng,I si pai nang,,,伊是痞人,伊是獃人,He is a bad man,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,22
"I sĩ,tshù-piⁿ nâng","I si,chu-pi nang",,,伊是厝邊人,,They are neighbors,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,25
I tham liẽn tsṳ ke̍k,I tʼham lien chŭr kĕk,,,伊貪吝之極,,He is extremely covetous,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,38
I thâu,I taou,,,椅頭,𬃪頭,Stool,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
I àiⁿ chia̍h a-phièn,I haou chiă a-pien,,,伊欲食鴉片,,He is fond of opium,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,23
I ũ miâⁿ ke tsãi,I u mia key chai,,,伊有名家在,伊有名家極,He is very skillful,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,38
I ũ táⁿ,I u ta,,,伊有膽,,He is courageous,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,36
Ia̍h-kiaⁿ,Yiă-kia,,,易經,,Diagrams,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,47
Ie,,,,腰,,Waist,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Iu būn,Yiw bun,,,憂悶,,Regret,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,37
Iâm,Yiam,,,鹽,𪉩,Salt,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,51
Ié tsúi,Ie chui,,,舀水,,Dip out the water,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,46
Iêⁿ,Ie,,,羊,,Goat,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Iêⁿ,Ie,,,羊,,Sheep,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Iêⁿ bó,Ie baw,,,羊母,,Ewe,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Iêⁿ kóu,Ie kʼho,,,羊牯,,Ram,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Iú,Yiw,,,酉,,5 to 7,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,60
Jiê kiáⁿ,Jie kia,,,橈囝,橈子,Paddles,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,46
Jiē,Jie,,,尿,,Urine,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
Jiē pau,Jie pa,,,尿胞,,Bladder,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
Ji̍t,Jit,,,日,,Sun,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,29
Ji̍t,Jit,,,日,,Day,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,52
Ji̍t ji̍t,Jit jit,,,日日,,Every day,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,21
Ji̍t ji̍t,Jit jit,,,日日,,Daily,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,52
Ji̍t kan,Jit kan,,,日間,,Day time,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,52
Ji̍t lo̍h,Jit lŏ,,,日落,,Sun down,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,52
Ji̍t tshut,Jit chŭt,,,日出,,Sunrise,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,52
Ji̍t tàu,Jit taou,,,日晝,日午,Noon,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,52
Ji̍t ũ kuang,Jit u kŭng,,,日有光,,The sun is bright,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,30
Ji̍t-pún kṳ̃n Tn̂g-suaⁿ,Jit-pun kurn Tung-sua,,,日本近唐山,,Japan is near to China,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,23
Jím nãi,Jin nai,,,忍耐,,Patience,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,37
Jîn nâng,Jin nang,,,仁人,,Philanthropist,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,42
Kah kiáⁿ,Kă kia,,,袷囝,甲子,Vest,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,53
Kak,,,,桷,,Rafters,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,43
Kak nâng,Kăk nang,,,各人,,Each man,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,21
Kam sim,Kam sin,,,甘心,,Submission,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,39
Kang,Kŭng,,,鋼,,Steel,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,50
Kau,Kaou,,,溝,,Ditch,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Kau i,Kaou i,,,交椅,筊𬃪,Chair,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
Ke tsú,Key chu,,,家主,,Master,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
Ke tsú niêⁿ,Key chu nie,,,家主娘,,Mistress,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
Keng phông,Keng pang,,,弓蓬,,Boat cover,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,46
Kha,,,,骹,脚,Leg,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Kha,,,,骹,脚,Foot,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
Kha aũ teⁿ,Kha ow tey,,,骹後蹬,脚後躓,Heel,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Kha chhiú bô sî hiah,Kha chiw baw si hiă,,,骹手無時歇,脚手無時歇,He is always busy,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,34
Kha chí,Kha choi,,,骹趾,脚指,Toes,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Kha huân,Ka hwan,,,骹環,脚𤨔,Anklets,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,53
Kha liâm,Kha liem,,,骹臁,脚臁,Shin,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Kha ta̍h i,Ka tă i,,,骹踏椅,脚踏𬃪,Foot stool,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
Kha thâu u,Kha taou u,,,骹頭趺,脚𦡀,Knee,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Kha tói,Kha toi,,,骹底,脚底,The sole of the foot,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,36
Kha tūa thúi,Kha toa tui,,,骹大腿,脚大腿,Thigh,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Khap thâu,Kăp taou,,,磕頭,,Bow down the head,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,32
Kheⁿ,Khey,,,坑,,Valley,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Kheⁿ,Kʼey,,,坑,,Valley,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,29
Khi piⁿ,Koi pi,,,溪邊,,The river's side,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,32
Khiam sùn,Kiem sun,,,謙遜,,Humility,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,37
Khim,Kim,,,欽,,Gong,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,45
Khin hut,Khin hŭt,,,輕忽,,Contempt,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,39
Khiu ún,Kʼou un,,,蚯蚓,,Worm,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Khiēⁿ,Kiem,,,儉,,Frugality,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,37
Khui ma̍k,Kui mak,,,開目,,Open the eyes,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,34
Khut,Kʼhŭt,,,淈,,Tank,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Khàng iá,Kuang ya,,,曠野,,Jungle,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Khí,Kʼhi,,,齒,,Teeth,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Khòu,Khou,,,庫,,Treasury,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,43
Khòu,Khou,,,褲,,Pantaloons,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,53
Khóng chiah,Kong chiĕk,,,孔雀,,Peacock,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Khùai la̍k,Kuai lăk,,,快樂,,Cheerful,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,39
Khùi,Kʼhui,,,季,,Season,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,60
Khún tsha̍t,Khun chat,,,捆賊,,Bind the thief,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,19
Khûn thâu phah,Kun taou pă,,,拳頭拍,拳頭打,Strike with the fist,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,34
Khṳt chia̍h,Khŭrt chiă,,,乞食,,Beggars,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,42
Khṳ̂n,Kŭrn,,,勤,,Diligence,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,37
Khẽng,Kheng,,,虹,,Rainbow,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,29
"Khẽng,sĩ ngiá","Kheng,si gnia",,,虹是雅,,The rainbow is beautiful,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,30
Ki,,,,枝,,Branch,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,50
Kiaⁿ tsṳ,Kia chŭr,,,經書,,Classics,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,47
Kih kau,Tĭ kaou,,,頰溝,臉頣,Cheek,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Kim,,,,金,,Gold,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Kim,,,,金,,Gold,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,50
Kim ji̍t,Kim jit,,,今日,,To day,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,52
Kim ji̍t khí thâu,Kim jit khi taou,,,今日起頭,,Begin today,Begin to-day,,,003_First_Lessons_in_the_Tie-chiw_Dialect,19
Kim ji̍t zua̍h tsãi,Kim jit juă chai,,,今日熱在,今日熱極,It is very hot today,It is very hot to-day,,,003_First_Lessons_in_the_Tie-chiw_Dialect,23
Kim kue,,,,金瓜,,Pumpkin,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,51
Kim nî,Kim ni,,,今年,,This year,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,52
"Kim nî,bí ũ kùi","Kim ni,bi u kui",,,今年米有貴,,Rice is dear this year,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,25
Kiàⁿ tâi,Kia tai,,,鏡臺,,Looking-glass,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
Kiáⁿ,Kia,,,囝,子,Child,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
Kiâⁿ ngĩ,Kia gñi,,,行義,,Righteousness,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,37
Koi,,,,雞,,Hen,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Koi,,,,雞,,Fowl,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Koi,,,,雞,,Fowl,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,51
Koi ang,,,,雞翁,,Cock,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Koi bó,Koi baw,,,鷄母,,Hen,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Koi kiáⁿ,Koi kia,,,雞囝,雞子,Chicken,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Koi nñg,Koi noa,,,鷄卵,鷄旦,Pullet,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Koiⁿ thâu,Koey taou,,,肩頭,,Shoulder,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Kok,,,,國,,Kingdom,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,29
Ku,,,,龜,,Turtle,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Ku ku,,,,鳩鳩,鳩鳥,Cuckoo,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Ku tsṳ́,Ko chur,,,孤子,,Orphan,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
Kuah jī,Kuă ji,,,割字,,Cut type,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,47
Kuang,Kŭng,,,光,,Light,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,29
Kuaⁿ,Kua,,,肝,,Liver,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
Kuaⁿ keng ũ pēⁿ,Kua keng u pey,,,肝經有病,,The liver is diseased,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,36
Kun,,,,君,,Prince,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
Kun tsṳ́,Kun chŭr,,,君子,,Excellent man,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,42
Kun tsṳ́ bô sie cheⁿ,Kun chur baw sie chey,,,君子無相爭,,The honorable man is not quarrelsome,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,40
Kut,Kŭt,,,骨,,Bone,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
Kut tsat sng thiàⁿ,Kŭt chăt sŭng thia,,,骨節痠痛,骨節酸痛,Rheumatic pains,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,36
Kuáng-tang séⁿ,Kŭng-tang sey,,,廣東省,,The province of Canton,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,30
Kà khiēⁿ,Kă khiem,,,較儉,太儉,Niggardly,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,39
Kài chí,Kai chi,,,芥子,,Mustard,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,51
Ká to,Ka taw,,,絞刀,剪刀,Shears,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,45
Kám ṳn,Kam ŭrn,,,感恩,,Gratitude,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,37
Káng,Kang,,,港,,Canal,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Káu,Kaou,,,九,,IX,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,16
Káu,Kaou,,,玖,,Nine,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,17
Káu,Kaou,,,狗,,Dog,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Káu,Kaou,,,狗,,Dog,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Káu gu̍eh,Kaou guĕ,,,九月,,month Oct.,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,61
Káu ki thih tsa,Kaou ki tĭ chey,,,九枝鐵叉,九枝鐵义,9 Forks,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,58
Káu kò tṳ bah,Kaou kaw tŭr bă,,,九塊猪肉,九丨猪肉,9 Pieces of pork,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,57
Káu lia̍p ie̍h îⁿ,Kaou liĕp iĕ i,,,九粒藥丸,九丨藥丸,9 Pills,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,57
Káu tiôu thâu mô,Kaou tiou taou maw,,,九條頭毛,九丨頭毛,9 Hairs,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,54
Káu tsa̍p,Kaou chap,,,九十,,90,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,17
Kè,Key,,,架,,Shelf,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Kè téng,Key teng,,,架頂,,Upon the shelf,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,26
Kèng ùi,Keng ui,,,敬畏,,Reverence,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,37
Kèⁿ tn̂g,Am tung,,,頸長,,A long neck,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,32
Kéⁿ,Kèy,,,梗,,Fiail,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,46
Kì pẽ,Ki pey,,,繼父,,Step-father,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
Kòi,Koi,,,計,,To scheme,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,39
Kòu kĩ,Kou ki,,,妒忌,妒𡜱,Envy,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,39
Kóng,Kong,,,講,,Talk,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Kóu si,Kou si,,,古詩,,Ancient poetry,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,47
Kùe káng,Kuey kang,,,過港,,To cross the canal,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,32
Kùe nî,Kue ni,,,過年,,New year,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,52
Kùi,Kui,,,貴,,Dear,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Kú kú jím nãi,Ku ku jin nai,,,久久忍耐,,Have long patience,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,38
Kúe,Kuèy,,,粿,,Cake,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,51
Kúe chí,Kuey chi,,,果子,菓子,Fruit,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,50
Kúe chí ne̍k,Kuey chi nĕk,,,果子肉,菓子肉,Pulp,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,50
Kūaⁿ,Koa,,,汗,,Perspiration,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
Kūaⁿ lâu tsōi,Kua laou choi,,,汗流㩼,汗流多,To perspire freely,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,36
Kūi,Kñui,,,櫃,,Drawers,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
Kūiⁿ,Kui,,,縣,,Village,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,29
Kṳn,Kŭrn,,,筋,,Sinew,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
Kṳn,Kŭrn,,,根,,Root,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,50
Kṳ̀,Kŭr,,,鋸,,Saw,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,46
Kṳ́n sim thì chheh,Kurn sim toi chĕ,,,謹心睇冊,謹心看冊,Be attentive to your books,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,19
La̍h,Jĭ,,,摺,,To fold,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,47
La̍h jîn,Lă jin,,,獵人,,Hunters,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,42
La̍k,Lak,,,六,,VI,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,16
La̍k,Lak,,,陸,,Six,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,17
La̍k,Lăk,,,樂,,Pleasure,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
La̍k gu̍eh,Lak guĕ,,,六月,,month July,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,61
La̍k ki to,Lak ki taw,,,六枝刀,,6 Knives,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,58
La̍k kò piáⁿ,Lak kaw pia,,,六塊餅,六丨餅,6 Biscuits,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,56
La̍k lia̍p tshang thâu,Lak liĕp chang taou,,,六粒葱頭,六丨葱頭,6 Onions,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,57
La̍k sang hĩⁿ,Lak sang hñi,,,六雙耳,六丨耳,6 Pr. of ears,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,56
La̍k tsa̍p,Lak chap,,,六十,,60,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,17
La̍k téng kûe loi̍h,Lak teng kuey loĭ,,,六頂葵笠,六丨葵笠,6 Bamboo hats,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,55
Lia̍h búe,Diă boe,,,掠尾,,To steer,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,46
Liàm phì,Diem pñi,,,捻鼻,,Pinch the nose,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,34
Liâu kiáⁿ,Liou kia,,,寮囝,寮子,Hut,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,43
Liú kau,Liw kaou,,,㧕溝,,Dig a ditch,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,32
Liẽn,Dien,,,吝,,Covetousness,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,37
Lua̍h chie,Hiem chie,,,辣椒,,Chilli,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,51
Lâm,Lam,,,男,,Male,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Lân kan,Lan kan,,,欄杆,,Railing,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
Lân kan chí,Lan kan chi,,,欄杆枳,,Slats,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
Lâng,Lang,,,廊,,Verandah,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
Lâu ma̍k tsap,Laou măk chăp,,,流目汁,,To shed tears,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,36
Lâu téng,Laou teng,,,樓頂,,Chamber,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
Lâu tói,Laou toi,,,樓底,,Godown,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,43
Lêng,Leng,,,靈,,Spirit,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
Lêng chióu,Hun chiou,,,鴒鳥,,Pigeon,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Lêng hûn,Leng hun,,,靈魂,,Soul,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
Lîn,Lin,,,綾,,Silk,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,53
Lói pài,Loi pai,,,禮拜,,Week,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,52
Lói pài,Loi pai,,,禮拜,,Sunday,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,61
Lói pài ji̍t,Loi pai jit,,,禮拜日,,Sabbath day,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,52
Lói pài tn̂g,Loi pai tung,,,禮拜堂,,Church,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,43
Lói-kì,Loi-ki,,,禮記,,Laws & usages,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,47
Lôi,Loi,,,犁,,Plough,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,46
Lûi,Lui,,,雷,,Thunder,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,29
Lûn,Lun,,,輪,,Wheel,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Lōu,Lou,,,露,,Mist,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,29
Lũan,Luan,,,亂,,Confusion,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,37
Lṳ́,Lur,,,汝,爾,You,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Lṳ́ a-pẽ tsai meh,Lur a-pe chai mĕ,,,汝阿父知咩,爾亞父知麽,Does your father know it,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,21
